sample	contig	reads
ERR598944	NODE_159333_length_1188_cov_0.095500	85
ERR598944	NODE_159354_length_1188_cov_0.084481	69
ERR598944	NODE_160341_length_1184_cov_0.200922	145
ERR598944	NODE_160356_length_1184_cov_0.161290	97
ERR598944	NODE_162828_length_1175_cov_0.099442	75
ERR598944	NODE_165258_length_1166_cov_0.087160	61
ERR598944	NODE_165340_length_1166_cov_0.057170	42
ERR598944	NODE_169499_length_1151_cov_0.099810	91
ERR598944	NODE_171364_length_1145_cov_0.046845	40
ERR598944	NODE_172590_length_1140_cov_0.179635	134
ERR598944	NODE_172847_length_1140_cov_0.030740	34
ERR598944	NODE_172970_length_1139_cov_0.103846	86
ERR598944	NODE_173594_length_1137_cov_0.079961	63
ERR598944	NODE_174209_length_1135_cov_0.064672	50
ERR598944	NODE_175755_length_1130_cov_0.061106	49
ERR598944	NODE_175900_length_1129_cov_0.141748	102
ERR598944	NODE_176217_length_1128_cov_0.107872	84
ERR598944	NODE_176670_length_1127_cov_0.059339	40
ERR598944	NODE_178568_length_1121_cov_0.060665	48
ERR598944	NODE_179622_length_1117_cov_0.190570	136
ERR598944	NODE_181929_length_1110_cov_0.135509	78
ERR598944	NODE_184592_length_1102_cov_0.077767	68
ERR598944	NODE_185519_length_1099_cov_0.105000	67
ERR598944	NODE_187193_length_1094_cov_0.139698	97
ERR598944	NODE_189011_length_1089_cov_0.074747	51
ERR598944	NODE_191439_length_1082_cov_0.074262	55
ERR598944	NODE_195362_length_1071_cov_0.072016	49
ERR598944	NODE_195548_length_1070_cov_0.350154	267
ERR598944	NODE_199688_length_1059_cov_0.090625	54
ERR598944	NODE_199884_length_1059_cov_0.035417	29
ERR598944	NODE_201147_length_1055_cov_0.089958	56
ERR598944	NODE_204324_length_1047_cov_0.054852	34
ERR598944	NODE_204545_length_1046_cov_0.089757	60
ERR598944	NODE_207347_length_1039_cov_0.061702	40
ERR598944	NODE_207355_length_1039_cov_0.060638	38
ERR598944	NODE_208150_length_1037_cov_0.056503	38
ERR598944	NODE_213497_length_1023_cov_0.250000	163
ERR598944	NODE_215032_length_1020_cov_0.040174	34
ERR598944	NODE_215112_length_1019_cov_0.195652	110
ERR598944	NODE_220164_length_1007_cov_0.321586	193
ERR598944	NODE_221969_length_1003_cov_0.094027	71
ERR598944	NODE_222771_length_1001_cov_0.117517	76
SRR3967690	NODE_65_length_18699_cov_3.347204	1322
SRR3967690	NODE_77_length_17031_cov_1.972301	700
SRR3967690	NODE_115_length_14612_cov_2.008682	612
SRR3967690	NODE_250_length_10514_cov_2.522612	548
SRR3967690	NODE_411_length_8794_cov_2.774123	501
SRR3967690	NODE_529_length_7913_cov_4.772588	788
SRR3967690	NODE_755_length_6788_cov_2.507550	356
SRR3967690	NODE_1028_length_5941_cov_2.162444	276
SRR3967690	NODE_1197_length_5500_cov_1.754860	198
SRR3967690	NODE_1242_length_5413_cov_3.442416	390
SRR3967690	NODE_1870_length_4462_cov_2.187715	194
SRR3967690	NODE_2806_length_3641_cov_2.980237	245
SRR3967690	NODE_3017_length_3497_cov_5.226015	209
SRR3967690	NODE_3295_length_3335_cov_1.603523	111
SRR3967690	NODE_3999_length_3008_cov_1.950155	122
SRR3967690	NODE_4276_length_2904_cov_1.756863	100
SRR3967690	NODE_6854_length_2264_cov_2.293303	105
SRR3967690	NODE_7778_length_2111_cov_1.810139	72
SRR3967690	NODE_9824_length_1861_cov_1.725312	70
SRR3967690	NODE_12275_length_1654_cov_2.303537	73
SRR3967690	NODE_12280_length_1654_cov_1.391640	41
SRR3967690	NODE_12359_length_1648_cov_1.451904	47
SRR3967690	NODE_12426_length_1643_cov_1.547927	48
SRR3967690	NODE_12440_length_1642_cov_1.648736	52
SRR3967690	NODE_12443_length_1642_cov_1.449773	43
SRR3967690	NODE_12465_length_1641_cov_1.362516	45
SRR3967690	NODE_13839_length_1550_cov_1.762233	50
SRR3967690	NODE_14309_length_1523_cov_1.445225	45
SRR3967690	NODE_14365_length_1520_cov_1.175932	33
SRR3967690	NODE_14423_length_1517_cov_1.100846	32
SRR3967690	NODE_15303_length_1470_cov_1.041575	30
SRR3967690	NODE_16036_length_1432_cov_2.862716	80
SRR3967690	NODE_16364_length_1418_cov_1.223654	31
SRR3967690	NODE_19177_length_1305_cov_1.264511	29
SRR3967690	NODE_19350_length_1299_cov_1.095000	26
SRR3967690	NODE_20411_length_1262_cov_1.212382	32
SRR3967690	NODE_20625_length_1255_cov_1.869377	46
SRR3967690	NODE_21011_length_1244_cov_1.020087	22
SRR3967690	NODE_21148_length_1240_cov_1.063103	25
SRR3967690	NODE_21405_length_1232_cov_1.374228	32
SRR3967690	NODE_22716_length_1196_cov_1.385597	34
SRR3967690	NODE_23966_length_1163_cov_1.134398	25
SRR3967690	NODE_24472_length_1151_cov_1.217681	27
SRR3967690	NODE_24863_length_1142_cov_0.790988	17
SRR3967690	NODE_25044_length_1138_cov_0.868142	17
SRR3967690	NODE_25696_length_1123_cov_1.592773	35
SRR3967690	NODE_26653_length_1102_cov_1.202393	25
SRR3967690	NODE_27249_length_1089_cov_1.292929	26
SRR3967690	NODE_27713_length_1079_cov_1.482653	27
SRR3967690	NODE_28017_length_1072_cov_4.245632	77
SRR3967690	NODE_28654_length_1060_cov_0.945890	20
SRR3967690	NODE_29768_length_1038_cov_2.354633	50
SRR3967690	NODE_30250_length_1029_cov_1.344086	27
SRR3967690	NODE_31309_length_1011_cov_0.867325	17
ERR598958	NODE_7_length_252570_cov_0.590674	90469
ERR598958	NODE_11_length_219222_cov_0.591052	78508
ERR598958	NODE_60_length_104279_cov_0.210520	13256
ERR598958	NODE_94_length_78744_cov_0.361981	17655
ERR598958	NODE_145_length_63880_cov_0.294382	13061
ERR598958	NODE_395_length_37974_cov_0.384818	8666
ERR598958	NODE_488_length_33415_cov_0.318286	8409
ERR598958	NODE_687_length_27873_cov_0.291496	6440
ERR598958	NODE_841_length_25012_cov_0.202866	3043
ERR598958	NODE_894_length_24248_cov_0.226966	4492
ERR598958	NODE_1095_length_21890_cov_0.182231	3542
ERR598958	NODE_1102_length_21812_cov_0.218256	3443
ERR598958	NODE_1397_length_19313_cov_0.287915	4185
ERR598958	NODE_1415_length_19216_cov_1.423707	16329
ERR598958	NODE_1587_length_18135_cov_0.322633	4499
ERR598958	NODE_1623_length_17890_cov_0.183464	1927
ERR598958	NODE_2012_length_16043_cov_0.430193	5446
ERR598958	NODE_3190_length_12725_cov_0.335577	3372
ERR598958	NODE_3197_length_12704_cov_0.174851	1729
ERR598958	NODE_4036_length_11211_cov_0.133099	973
ERR598958	NODE_4129_length_11076_cov_0.219914	1447
ERR598958	NODE_4189_length_10982_cov_0.253239	2199
ERR598958	NODE_5299_length_9696_cov_0.195895	1329
ERR598958	NODE_5872_length_9150_cov_0.101094	794
ERR598958	NODE_6040_length_9028_cov_0.181543	1204
ERR598958	NODE_6057_length_9007_cov_1.455097	8021
ERR598958	NODE_6385_length_8750_cov_0.285054	2006
ERR598958	NODE_6517_length_8664_cov_0.232224	1556
ERR598958	NODE_6722_length_8515_cov_0.169202	1121
ERR598958	NODE_7521_length_8024_cov_0.124038	594
ERR598958	NODE_7606_length_7976_cov_0.185096	1291
ERR598958	NODE_9040_length_7286_cov_0.202866	1130
ERR598958	NODE_9524_length_7075_cov_0.112959	603
ERR598958	NODE_11180_length_6497_cov_0.214442	1026
ERR598958	NODE_11430_length_6413_cov_1.444409	5817
ERR598958	NODE_12733_length_6041_cov_0.169808	845
ERR598958	NODE_13366_length_5885_cov_0.135154	596
ERR598958	NODE_13574_length_5834_cov_0.148910	541
ERR598958	NODE_14834_length_5566_cov_0.147430	653
ERR598958	NODE_15125_length_5504_cov_1.408881	4940
ERR598958	NODE_18805_length_4873_cov_0.127775	441
ERR598958	NODE_19170_length_4820_cov_0.105910	384
ERR598958	NODE_19382_length_4791_cov_0.119991	507
ERR598958	NODE_20457_length_4641_cov_0.099295	370
ERR598958	NODE_22495_length_4405_cov_0.396888	1028
ERR598958	NODE_24465_length_4197_cov_0.105417	330
ERR598958	NODE_24695_length_4174_cov_0.075337	238
ERR598958	NODE_25477_length_4102_cov_0.088434	327
ERR598958	NODE_26329_length_4030_cov_0.108878	444
ERR598958	NODE_26814_length_3988_cov_0.100026	318
ERR598958	NODE_27157_length_3958_cov_0.101322	327
ERR598958	NODE_28374_length_3865_cov_0.071163	295
ERR598958	NODE_29897_length_3746_cov_0.115437	248
ERR598958	NODE_29929_length_3744_cov_0.136900	436
ERR598958	NODE_30081_length_3733_cov_0.113649	334
ERR598958	NODE_30636_length_3696_cov_0.086183	241
ERR598958	NODE_30779_length_3687_cov_0.083612	239
ERR598958	NODE_32255_length_3594_cov_0.105293	296
ERR598958	NODE_34398_length_3474_cov_0.098667	255
ERR598958	NODE_34532_length_3466_cov_0.118503	232
ERR598958	NODE_36677_length_3349_cov_0.463692	1048
ERR598958	NODE_36689_length_3349_cov_0.080615	206
ERR598958	NODE_38598_length_3256_cov_0.313272	751
ERR598958	NODE_46226_length_2948_cov_0.091962	241
ERR598958	NODE_46826_length_2925_cov_0.095188	170
ERR598958	NODE_49918_length_2823_cov_0.060206	152
ERR598958	NODE_50188_length_2814_cov_0.097606	204
ERR598958	NODE_52270_length_2749_cov_0.307925	665
ERR598958	NODE_52398_length_2746_cov_0.103513	238
ERR598958	NODE_55236_length_2666_cov_0.100117	244
ERR598958	NODE_55433_length_2661_cov_0.084309	183
ERR598958	NODE_55520_length_2659_cov_0.071875	120
ERR598958	NODE_59349_length_2560_cov_0.160098	248
ERR598958	NODE_59616_length_2553_cov_0.162184	250
ERR598958	NODE_61861_length_2500_cov_0.079967	123
ERR598958	NODE_65611_length_2416_cov_0.091066	199
ERR598958	NODE_71285_length_2305_cov_0.097461	170
ERR598958	NODE_72965_length_2275_cov_0.237592	364
ERR598958	NODE_73653_length_2262_cov_0.618123	883
ERR598958	NODE_74882_length_2242_cov_0.082128	154
ERR598958	NODE_75680_length_2229_cov_0.086854	140
ERR598958	NODE_77218_length_2204_cov_0.096912	188
ERR598958	NODE_78739_length_2180_cov_0.144161	228
ERR598958	NODE_79335_length_2170_cov_0.141478	201
ERR598958	NODE_83310_length_2111_cov_0.073559	121
ERR598958	NODE_83409_length_2109_cov_0.097015	131
ERR598958	NODE_83685_length_2105_cov_0.084247	128
ERR598958	NODE_83722_length_2104_cov_0.159601	242
ERR598958	NODE_84267_length_2096_cov_0.173260	252
ERR598958	NODE_84312_length_2096_cov_0.058087	87
ERR598958	NODE_85947_length_2073_cov_0.081560	147
ERR598958	NODE_87473_length_2053_cov_0.094166	182
ERR598958	NODE_87537_length_2052_cov_0.110599	175
ERR598958	NODE_88319_length_2042_cov_0.076686	112
ERR598958	NODE_89900_length_2021_cov_0.134755	176
ERR598958	NODE_90250_length_2017_cov_0.078206	142
ERR598958	NODE_91176_length_2005_cov_0.080797	165
ERR598958	NODE_92073_length_1994_cov_0.086016	156
ERR598958	NODE_92251_length_1992_cov_0.077655	124
ERR598958	NODE_93874_length_1972_cov_0.099840	158
ERR598958	NODE_96470_length_1941_cov_0.117807	141
ERR598958	NODE_99375_length_1910_cov_0.103258	140
ERR598958	NODE_100957_length_1893_cov_0.108696	151
ERR598958	NODE_101232_length_1890_cov_0.212730	332
ERR598958	NODE_104682_length_1854_cov_0.081481	90
ERR598958	NODE_104891_length_1852_cov_0.077581	89
ERR598958	NODE_106851_length_1833_cov_0.062860	110
ERR598958	NODE_109313_length_1810_cov_0.055523	86
ERR598958	NODE_110001_length_1803_cov_0.093310	144
ERR598958	NODE_110291_length_1800_cov_0.108760	125
ERR598958	NODE_110377_length_1799_cov_0.174706	259
ERR598958	NODE_110421_length_1799_cov_0.090000	119
ERR598958	NODE_111201_length_1792_cov_0.073243	89
ERR598958	NODE_112327_length_1782_cov_0.086750	129
ERR598958	NODE_112392_length_1781_cov_0.160523	168
ERR598958	NODE_113442_length_1771_cov_0.979665	1030
ERR598958	NODE_118811_length_1726_cov_0.221881	328
ERR598958	NODE_122425_length_1698_cov_0.085679	112
ERR598958	NODE_125337_length_1676_cov_0.076728	91
ERR598958	NODE_125659_length_1673_cov_0.129606	181
ERR598958	NODE_125729_length_1673_cov_0.067344	94
ERR598958	NODE_126121_length_1670_cov_0.073838	119
ERR598958	NODE_127348_length_1661_cov_0.067222	78
ERR598958	NODE_128190_length_1655_cov_0.096401	149
ERR598958	NODE_128938_length_1650_cov_0.072856	112
ERR598958	NODE_129498_length_1646_cov_0.065934	67
ERR598958	NODE_129818_length_1644_cov_0.054369	68
ERR598958	NODE_132493_length_1625_cov_0.093709	93
ERR598958	NODE_133359_length_1619_cov_0.088816	107
ERR598958	NODE_136406_length_1598_cov_0.097398	110
ERR598958	NODE_137524_length_1591_cov_0.142091	122
ERR598958	NODE_137600_length_1591_cov_0.071046	84
ERR598958	NODE_144035_length_1550_cov_0.105445	129
ERR598958	NODE_144522_length_1547_cov_0.100138	128
ERR598958	NODE_145087_length_1544_cov_0.057439	61
ERR598958	NODE_149277_length_1519_cov_0.084507	88
ERR598958	NODE_149772_length_1516_cov_0.098800	112
ERR598958	NODE_151161_length_1508_cov_0.122782	97
ERR598958	NODE_151265_length_1508_cov_0.061746	75
ERR598958	NODE_152544_length_1501_cov_0.082026	102
ERR598958	NODE_154388_length_1491_cov_0.094109	105
ERR598958	NODE_154549_length_1490_cov_0.111431	95
ERR598958	NODE_156970_length_1477_cov_0.081277	76
ERR598958	NODE_157658_length_1473_cov_0.145560	138
ERR598958	NODE_168420_length_1420_cov_0.065102	71
ERR598958	NODE_171914_length_1403_cov_0.133436	125
ERR598958	NODE_174304_length_1393_cov_0.033230	49
ERR598958	NODE_174330_length_1392_cov_0.234339	231
ERR598958	NODE_176088_length_1385_cov_0.054432	56
ERR598958	NODE_176310_length_1384_cov_0.042802	44
ERR598958	NODE_178936_length_1372_cov_0.226237	242
ERR598958	NODE_181276_length_1363_cov_0.067247	67
ERR598958	NODE_181712_length_1361_cov_0.086371	73
ERR598958	NODE_184266_length_1350_cov_0.112710	96
ERR598958	NODE_184452_length_1349_cov_0.516800	429
ERR598958	NODE_184918_length_1348_cov_0.034428	64
ERR598958	NODE_186276_length_1342_cov_0.119067	156
ERR598958	NODE_197268_length_1300_cov_0.051624	49
ERR598958	NODE_198312_length_1296_cov_0.069340	80
ERR598958	NODE_198849_length_1294_cov_0.071130	72
ERR598958	NODE_199227_length_1293_cov_0.036851	68
ERR598958	NODE_199326_length_1292_cov_0.104778	88
ERR598958	NODE_203513_length_1277_cov_0.075552	66
ERR598958	NODE_204730_length_1273_cov_0.062181	58
ERR598958	NODE_205186_length_1271_cov_0.089590	76
ERR598958	NODE_205686_length_1269_cov_0.116239	92
ERR598958	NODE_206136_length_1268_cov_0.056459	43
ERR598958	NODE_206657_length_1266_cov_0.081405	68
ERR598958	NODE_207019_length_1265_cov_0.065180	54
ERR598958	NODE_208539_length_1260_cov_0.053402	65
ERR598958	NODE_208719_length_1259_cov_0.093103	72
ERR598958	NODE_208981_length_1258_cov_0.104400	91
ERR598958	NODE_209017_length_1258_cov_0.090595	66
ERR598958	NODE_209677_length_1256_cov_0.082109	60
ERR598958	NODE_213850_length_1242_cov_0.107612	96
ERR598958	NODE_217982_length_1229_cov_0.291150	256
ERR598958	NODE_218809_length_1227_cov_0.068262	56
ERR598958	NODE_222149_length_1217_cov_0.052773	52
ERR598958	NODE_224951_length_1208_cov_0.141569	128
ERR598958	NODE_226268_length_1204_cov_0.617195	440
ERR598958	NODE_226771_length_1203_cov_0.099638	81
ERR598958	NODE_229606_length_1195_cov_0.084854	71
ERR598958	NODE_230276_length_1193_cov_0.084095	70
ERR598958	NODE_233482_length_1184_cov_0.116129	108
ERR598958	NODE_235997_length_1177_cov_0.089981	84
ERR598958	NODE_238285_length_1171_cov_0.059701	36
ERR598958	NODE_238562_length_1170_cov_0.082166	64
ERR598958	NODE_239280_length_1168_cov_0.088868	65
ERR598958	NODE_240504_length_1165_cov_0.057223	47
ERR598958	NODE_241160_length_1163_cov_0.069549	57
ERR598958	NODE_243483_length_1157_cov_0.078450	65
ERR598958	NODE_245945_length_1150_cov_0.186489	174
ERR598958	NODE_250352_length_1139_cov_0.092308	75
ERR598958	NODE_251551_length_1136_cov_0.091610	62
ERR598958	NODE_258241_length_1120_cov_0.049951	64
ERR598958	NODE_261771_length_1111_cov_0.138340	81
ERR598958	NODE_263500_length_1107_cov_0.128968	133
ERR598958	NODE_266399_length_1101_cov_0.059880	42
ERR598958	NODE_269521_length_1094_cov_0.056281	60
ERR598958	NODE_278107_length_1075_cov_0.089139	74
ERR598958	NODE_281972_length_1067_cov_0.078512	63
ERR598958	NODE_285243_length_1060_cov_0.089490	62
ERR598958	NODE_286888_length_1057_cov_0.054280	39
ERR598958	NODE_287011_length_1056_cov_0.293626	268
ERR598958	NODE_289369_length_1052_cov_0.054565	44
ERR598958	NODE_292528_length_1045_cov_0.167019	99
ERR598958	NODE_295695_length_1039_cov_0.107447	74
ERR598958	NODE_296485_length_1038_cov_0.048988	41
ERR598958	NODE_297715_length_1035_cov_0.091880	74
ERR598958	NODE_301358_length_1028_cov_0.107643	78
ERR598958	NODE_307137_length_1018_cov_0.065288	47
ERR598958	NODE_308115_length_1016_cov_0.087241	77
ERR598958	NODE_309447_length_1014_cov_0.062295	45
ERR598958	NODE_315386_length_1003_cov_0.160398	86
ERR598958	NODE_315435_length_1003_cov_0.117257	73
ERR598958	NODE_316533_length_1001_cov_0.125277	73
ERR598958	NODE_316839_length_1001_cov_0.063193	48
ERR598958	NODE_317016_length_1001_cov_0.037694	30
ERR598958	NODE_317461_length_1000_cov_0.062153	40
SRR3963449	NODE_3035_length_3049_cov_5.198644	330
SRR3963449	NODE_4430_length_2596_cov_1.558270	83
SRR3963449	NODE_4860_length_2495_cov_1.126043	60
SRR3963449	NODE_4913_length_2482_cov_1.109106	55
SRR3963449	NODE_4987_length_2465_cov_1.160609	59
SRR3963449	NODE_5862_length_2306_cov_1.219755	59
SRR3963449	NODE_6147_length_2259_cov_1.436574	68
SRR3963449	NODE_7655_length_2053_cov_1.432958	56
SRR3963449	NODE_8910_length_1918_cov_1.551952	53
SRR3963449	NODE_9307_length_1882_cov_1.090858	43
SRR3963449	NODE_9723_length_1844_cov_0.966189	35
SRR3963449	NODE_9838_length_1833_cov_1.217993	49
SRR3963449	NODE_11060_length_1739_cov_1.367073	47
SRR3963449	NODE_11337_length_1720_cov_1.182603	41
SRR3963449	NODE_11664_length_1701_cov_1.025593	35
SRR3963449	NODE_11888_length_1687_cov_1.263854	44
SRR3963449	NODE_12477_length_1650_cov_1.476467	49
SRR3963449	NODE_14990_length_1523_cov_1.063904	39
SRR3963449	NODE_15777_length_1490_cov_0.931704	26
SRR3963449	NODE_17556_length_1420_cov_1.119606	35
SRR3963449	NODE_17624_length_1418_cov_0.943139	27
SRR3963449	NODE_18820_length_1374_cov_0.811765	21
SRR3963449	NODE_19890_length_1340_cov_1.396454	38
SRR3963449	NODE_19911_length_1340_cov_0.820306	21
SRR3963449	NODE_21538_length_1293_cov_0.871859	24
SRR3963449	NODE_22465_length_1268_cov_1.313088	30
SRR3963449	NODE_23655_length_1238_cov_1.352063	32
SRR3963449	NODE_24239_length_1224_cov_0.883556	21
SRR3963449	NODE_24743_length_1211_cov_1.257194	31
SRR3963449	NODE_25162_length_1202_cov_1.056210	25
SRR3963449	NODE_25353_length_1198_cov_1.069154	26
SRR3963449	NODE_25633_length_1192_cov_0.967063	16
SRR3963449	NODE_26282_length_1178_cov_1.005561	25
SRR3963449	NODE_26596_length_1171_cov_1.199627	27
SRR3963449	NODE_27843_length_1146_cov_1.143266	27
SRR3963449	NODE_27960_length_1144_cov_0.992344	20
SRR3963449	NODE_30035_length_1106_cov_1.401192	30
SRR3963449	NODE_30927_length_1091_cov_1.143145	25
SRR3963449	NODE_32837_length_1061_cov_0.889813	18
SRR3963449	NODE_33091_length_1057_cov_0.614823	11
SRR3963449	NODE_33207_length_1055_cov_1.010460	22
SRR3963449	NODE_33557_length_1050_cov_1.097792	24
SRR3963449	NODE_34457_length_1037_cov_1.021322	17
SRR3963449	NODE_35176_length_1027_cov_0.467672	8
SRR3963449	NODE_36775_length_1004_cov_2.261878	52
ERR599008	NODE_3068_length_12495_cov_0.504034	4262
ERR599008	NODE_5152_length_9646_cov_0.441814	2673
ERR599008	NODE_10077_length_6670_cov_2.531883	11343
ERR599008	NODE_10927_length_6361_cov_0.737624	3384
ERR599008	NODE_12519_length_5879_cov_0.146540	821
ERR599008	NODE_19387_length_4504_cov_0.209762	574
ERR599008	NODE_21878_length_4174_cov_0.112883	426
ERR599008	NODE_22438_length_4108_cov_0.669494	1777
ERR599008	NODE_24439_length_3893_cov_0.365050	878
ERR599008	NODE_24886_length_3849_cov_0.322933	1491
ERR599008	NODE_25008_length_3837_cov_0.384163	955
ERR599008	NODE_25065_length_3832_cov_0.135012	323
ERR599008	NODE_33223_length_3195_cov_0.592054	1165
ERR599008	NODE_39397_length_2859_cov_0.175362	336
ERR599008	NODE_41132_length_2784_cov_0.098696	163
ERR599008	NODE_41714_length_2759_cov_0.232707	429
ERR599008	NODE_45984_length_2589_cov_0.243373	392
ERR599008	NODE_50211_length_2442_cov_1.443449	2536
ERR599008	NODE_58524_length_2209_cov_0.077251	157
ERR599008	NODE_58697_length_2204_cov_0.494537	1019
ERR599008	NODE_60783_length_2156_cov_0.867282	1413
ERR599008	NODE_68428_length_1995_cov_0.069620	135
ERR599008	NODE_72921_length_1912_cov_0.074462	134
ERR599008	NODE_73758_length_1898_cov_0.055586	99
ERR599008	NODE_77655_length_1836_cov_0.092113	118
ERR599008	NODE_79041_length_1815_cov_0.142774	235
ERR599008	NODE_85228_length_1728_cov_0.053407	78
ERR599008	NODE_88089_length_1692_cov_0.040176	58
ERR599008	NODE_90082_length_1667_cov_0.255102	279
ERR599008	NODE_90254_length_1665_cov_0.077905	98
ERR599008	NODE_92035_length_1643_cov_0.290155	325
ERR599008	NODE_96915_length_1588_cov_0.118200	146
ERR599008	NODE_97798_length_1579_cov_0.077027	126
ERR599008	NODE_104762_length_1510_cov_0.063785	63
ERR599008	NODE_105114_length_1507_cov_0.061790	82
ERR599008	NODE_106524_length_1494_cov_0.658781	1070
ERR599008	NODE_111972_length_1448_cov_0.041512	67
ERR599008	NODE_112999_length_1439_cov_0.089552	86
ERR599008	NODE_116553_length_1411_cov_0.122713	96
ERR599008	NODE_117117_length_1407_cov_0.074159	70
ERR599008	NODE_117611_length_1403_cov_0.079755	70
ERR599008	NODE_120127_length_1384_cov_0.126070	93
ERR599008	NODE_123066_length_1363_cov_0.299842	285
ERR599008	NODE_130435_length_1313_cov_0.087315	93
ERR599008	NODE_130716_length_1311_cov_0.087459	66
ERR599008	NODE_131094_length_1309_cov_0.048760	59
ERR599008	NODE_135173_length_1284_cov_0.070886	65
ERR599008	NODE_135273_length_1283_cov_0.131757	114
