sample	contig	reads
SRR3965758	NODE_2245_length_3670_cov_3.674881	278
SRR3965758	NODE_2402_length_3565_cov_2.222735	170
SRR3965758	NODE_2460_length_3532_cov_1.631809	116
SRR3965758	NODE_2617_length_3435_cov_2.010192	147
SRR3965758	NODE_2789_length_3360_cov_2.847899	208
SRR3965758	NODE_2820_length_3340_cov_1.370565	98
SRR3965758	NODE_2912_length_3283_cov_2.548367	173
SRR3965758	NODE_2925_length_3277_cov_1.534298	93
SRR3965758	NODE_2995_length_3238_cov_1.813953	123
SRR3965758	NODE_3059_length_3212_cov_2.076775	137
SRR3965758	NODE_3209_length_3143_cov_1.762484	124
SRR3965758	NODE_3261_length_3122_cov_2.203109	141
SRR3965758	NODE_3299_length_3104_cov_2.391348	159
SRR3965758	NODE_3302_length_3104_cov_1.812646	122
SRR3965758	NODE_3604_length_2979_cov_1.823264	120
SRR3965758	NODE_3656_length_2964_cov_2.860035	173
SRR3965758	NODE_3659_length_2964_cov_1.255497	73
SRR3965758	NODE_3670_length_2958_cov_1.509619	97
SRR3965758	NODE_3683_length_2954_cov_3.487566	207
SRR3965758	NODE_3700_length_2950_cov_1.386531	79
SRR3965758	NODE_3707_length_2948_cov_2.232362	134
SRR3965758	NODE_3708_length_2948_cov_1.462267	96
SRR3965758	NODE_3769_length_2923_cov_1.711402	104
SRR3965758	NODE_3801_length_2914_cov_2.647247	171
SRR3965758	NODE_3999_length_2851_cov_1.927326	120
SRR3965758	NODE_4076_length_2828_cov_2.032979	117
SRR3965758	NODE_4136_length_2809_cov_3.316236	203
SRR3965758	NODE_4330_length_2752_cov_1.915190	105
SRR3965758	NODE_4379_length_2740_cov_2.789095	167
SRR3965758	NODE_4382_length_2740_cov_1.308595	73
SRR3965758	NODE_4496_length_2710_cov_2.723861	159
SRR3965758	NODE_4522_length_2703_cov_1.513441	89
SRR3965758	NODE_4569_length_2689_cov_1.780695	99
SRR3965758	NODE_4631_length_2673_cov_1.655789	85
SRR3965758	NODE_4698_length_2659_cov_1.672266	94
SRR3965758	NODE_4717_length_2654_cov_1.622309	91
SRR3965758	NODE_4742_length_2648_cov_1.796391	91
SRR3965758	NODE_4794_length_2636_cov_1.997241	109
SRR3965758	NODE_4908_length_2609_cov_1.563745	93
SRR3965758	NODE_5121_length_2556_cov_1.857957	99
SRR3965758	NODE_5159_length_2547_cov_1.964461	101
SRR3965758	NODE_5310_length_2517_cov_1.554177	82
SRR3965758	NODE_5369_length_2502_cov_1.892634	87
SRR3965758	NODE_5386_length_2499_cov_1.786667	93
SRR3965758	NODE_5559_length_2458_cov_1.937685	96
SRR3965758	NODE_5568_length_2456_cov_1.720407	91
SRR3965758	NODE_5620_length_2445_cov_1.798806	102
SRR3965758	NODE_5669_length_2436_cov_1.259735	66
SRR3965758	NODE_5711_length_2427_cov_1.686426	92
SRR3965758	NODE_5856_length_2398_cov_3.113528	155
SRR3965758	NODE_5957_length_2377_cov_2.402107	106
SRR3965758	NODE_5984_length_2372_cov_2.223493	109
SRR3965758	NODE_6244_length_2329_cov_1.752915	88
SRR3965758	NODE_6351_length_2314_cov_1.990068	97
SRR3965758	NODE_6515_length_2288_cov_1.511192	73
SRR3965758	NODE_6527_length_2286_cov_2.034294	97
SRR3965758	NODE_6708_length_2261_cov_2.364477	104
SRR3965758	NODE_6721_length_2260_cov_1.838501	83
SRR3965758	NODE_6728_length_2260_cov_1.128181	57
SRR3965758	NODE_6807_length_2248_cov_3.015821	140
SRR3965758	NODE_6996_length_2222_cov_1.217146	62
SRR3965758	NODE_7003_length_2220_cov_1.936351	91
SRR3965758	NODE_7666_length_2131_cov_1.484744	63
SRR3965758	NODE_7711_length_2126_cov_1.407499	58
SRR3965758	NODE_7881_length_2107_cov_1.852092	79
SRR3965758	NODE_7990_length_2095_cov_1.403307	60
SRR3965758	NODE_8115_length_2081_cov_1.720484	68
SRR3965758	NODE_8230_length_2070_cov_1.719432	76
SRR3965758	NODE_8602_length_2025_cov_1.533749	63
SRR3965758	NODE_8745_length_2010_cov_2.003140	79
SRR3965758	NODE_9237_length_1961_cov_1.700859	67
SRR3965758	NODE_9340_length_1953_cov_1.857066	77
SRR3965758	NODE_9417_length_1946_cov_1.178668	49
SRR3965758	NODE_9524_length_1937_cov_0.946681	38
SRR3965758	NODE_9555_length_1934_cov_1.462125	60
SRR3965758	NODE_9626_length_1927_cov_2.636214	105
SRR3965758	NODE_10129_length_1882_cov_1.468312	58
SRR3965758	NODE_10244_length_1873_cov_1.555242	62
SRR3965758	NODE_10281_length_1870_cov_1.949746	73
SRR3965758	NODE_10385_length_1861_cov_1.881952	79
SRR3965758	NODE_10398_length_1860_cov_2.435548	99
SRR3965758	NODE_10481_length_1855_cov_1.601367	63
SRR3965758	NODE_10684_length_1836_cov_2.972942	121
SRR3965758	NODE_10737_length_1832_cov_1.727063	61
SRR3965758	NODE_10879_length_1823_cov_1.864269	71
SRR3965758	NODE_10961_length_1817_cov_1.575669	57
SRR3965758	NODE_11129_length_1803_cov_2.089202	73
SRR3965758	NODE_11312_length_1789_cov_2.371006	76
SRR3965758	NODE_11370_length_1784_cov_1.812463	60
SRR3965758	NODE_11380_length_1783_cov_2.849169	95
SRR3965758	NODE_11404_length_1781_cov_1.631391	60
SRR3965758	NODE_11944_length_1742_cov_1.855143	66
SRR3965758	NODE_11994_length_1739_cov_2.319512	88
SRR3965758	NODE_12059_length_1733_cov_1.962668	67
SRR3965758	NODE_12165_length_1724_cov_1.564308	55
SRR3965758	NODE_12404_length_1708_cov_1.563704	52
SRR3965758	NODE_12417_length_1707_cov_2.018035	71
SRR3965758	NODE_12437_length_1706_cov_1.585563	52
SRR3965758	NODE_12577_length_1696_cov_2.103319	78
SRR3965758	NODE_12618_length_1694_cov_1.892790	70
SRR3965758	NODE_12653_length_1692_cov_1.167608	35
SRR3965758	NODE_12786_length_1683_cov_1.428030	43
SRR3965758	NODE_13133_length_1661_cov_1.753521	59
SRR3965758	NODE_13838_length_1620_cov_1.556213	50
SRR3965758	NODE_13847_length_1619_cov_2.882237	97
SRR3965758	NODE_14177_length_1602_cov_3.261477	95
SRR3965758	NODE_14295_length_1595_cov_1.545455	48
SRR3965758	NODE_14345_length_1592_cov_2.162090	69
SRR3965758	NODE_14460_length_1586_cov_2.039005	70
SRR3965758	NODE_14529_length_1582_cov_2.335806	69
SRR3965758	NODE_14694_length_1573_cov_1.552917	48
SRR3965758	NODE_15104_length_1552_cov_2.256710	78
SRR3965758	NODE_15358_length_1540_cov_2.068702	68
SRR3965758	NODE_15980_length_1510_cov_1.651311	48
SRR3965758	NODE_16203_length_1500_cov_3.405425	99
SRR3965758	NODE_16665_length_1478_cov_2.248731	78
SRR3965758	NODE_16820_length_1472_cov_1.334304	39
SRR3965758	NODE_17164_length_1457_cov_1.535346	44
SRR3965758	NODE_17206_length_1455_cov_1.609145	45
SRR3965758	NODE_17284_length_1452_cov_1.039172	33
SRR3965758	NODE_17603_length_1438_cov_1.701270	49
SRR3965758	NODE_17957_length_1425_cov_1.770739	51
SRR3965758	NODE_17965_length_1425_cov_1.263952	38
SRR3965758	NODE_18022_length_1423_cov_1.612538	51
SRR3965758	NODE_18194_length_1417_cov_1.999241	61
SRR3965758	NODE_18245_length_1415_cov_3.073708	90
SRR3965758	NODE_18758_length_1396_cov_1.810332	52
SRR3965758	NODE_19554_length_1367_cov_2.381703	66
SRR3965758	NODE_20241_length_1346_cov_1.488372	43
SRR3965758	NODE_20590_length_1335_cov_1.783981	50
SRR3965758	NODE_20656_length_1333_cov_1.602917	44
SRR3965758	NODE_20973_length_1324_cov_1.658776	38
SRR3965758	NODE_21206_length_1316_cov_1.511093	36
SRR3965758	NODE_21384_length_1310_cov_2.529315	62
SRR3965758	NODE_22083_length_1289_cov_2.215126	60
SRR3965758	NODE_22178_length_1286_cov_1.302443	33
SRR3965758	NODE_23000_length_1263_cov_1.719931	45
SRR3965758	NODE_23120_length_1260_cov_0.919897	24
SRR3965758	NODE_23727_length_1244_cov_1.055022	27
SRR3965758	NODE_24069_length_1235_cov_1.240317	35
SRR3965758	NODE_24424_length_1226_cov_1.497782	37
SRR3965758	NODE_25096_length_1209_cov_3.178378	74
SRR3965758	NODE_25150_length_1208_cov_1.887286	49
SRR3965758	NODE_25501_length_1200_cov_1.346957	33
SRR3965758	NODE_25652_length_1196_cov_3.983592	93
SRR3965758	NODE_25662_length_1196_cov_1.748405	33
SRR3965758	NODE_25851_length_1192_cov_2.415371	51
SRR3965758	NODE_26069_length_1187_cov_1.455882	36
SRR3965758	NODE_26396_length_1180_cov_1.304348	32
SRR3965758	NODE_26991_length_1166_cov_1.509841	33
SRR3965758	NODE_27502_length_1155_cov_2.023674	48
SRR3965758	NODE_27608_length_1153_cov_1.512334	36
SRR3965758	NODE_28032_length_1144_cov_2.467943	47
SRR3965758	NODE_28877_length_1127_cov_2.102140	49
SRR3965758	NODE_29087_length_1123_cov_3.702148	80
SRR3965758	NODE_30532_length_1097_cov_1.439880	30
SRR3965758	NODE_30762_length_1093_cov_1.215292	24
SRR3965758	NODE_30908_length_1090_cov_1.651867	35
SRR3965758	NODE_31165_length_1085_cov_2.109533	44
SRR3965758	NODE_31443_length_1080_cov_1.388379	30
SRR3965758	NODE_31591_length_1077_cov_2.194274	44
SRR3965758	NODE_31888_length_1072_cov_1.670092	30
SRR3965758	NODE_31945_length_1071_cov_2.161523	43
SRR3965758	NODE_32717_length_1059_cov_1.742708	32
SRR3965758	NODE_32741_length_1059_cov_1.028125	19
SRR3965758	NODE_32846_length_1057_cov_1.136743	24
SRR3965758	NODE_32943_length_1055_cov_2.110879	46
SRR3965758	NODE_33089_length_1053_cov_1.546122	33
SRR3965758	NODE_33099_length_1053_cov_1.244235	28
SRR3965758	NODE_33420_length_1048_cov_0.876712	17
SRR3965758	NODE_33624_length_1044_cov_3.455026	71
SRR3965758	NODE_33950_length_1039_cov_1.885106	34
SRR3965758	NODE_34011_length_1038_cov_2.205538	45
SRR3965758	NODE_34353_length_1033_cov_1.128480	23
SRR3965758	NODE_34951_length_1023_cov_2.406926	46
SRR3965758	NODE_35497_length_1015_cov_2.923581	59
SRR3965758	NODE_35517_length_1015_cov_1.293668	27
SRR3965758	NODE_35784_length_1011_cov_1.593202	33
SRR3965758	NODE_35786_length_1011_cov_1.493421	29
SRR3965758	NODE_36346_length_1003_cov_2.234513	42
ERR598944	NODE_3_length_301491_cov_0.329375	57478
ERR598944	NODE_20_length_121792_cov_0.209815	18552
ERR598944	NODE_39_length_97495_cov_0.373270	24878
ERR598944	NODE_44_length_91991_cov_0.221521	11723
ERR598944	NODE_85_length_65841_cov_0.233139	8736
ERR598944	NODE_98_length_61296_cov_0.220942	7814
ERR598944	NODE_120_length_55461_cov_0.363390	15094
ERR598944	NODE_132_length_52710_cov_0.533767	19372
ERR598944	NODE_152_length_47936_cov_0.490896	13517
ERR598944	NODE_160_length_46652_cov_0.256095	7655
ERR598944	NODE_198_length_39739_cov_0.323613	7283
ERR598944	NODE_199_length_39692_cov_0.222135	5035
ERR598944	NODE_233_length_36157_cov_0.234733	6478
ERR598944	NODE_247_length_35358_cov_0.279617	7256
ERR598944	NODE_261_length_34471_cov_0.291516	6809
ERR598944	NODE_288_length_32550_cov_0.383131	8400
ERR598944	NODE_331_length_30400_cov_0.228078	3964
ERR598944	NODE_385_length_27627_cov_0.217887	3929
ERR598944	NODE_422_length_26449_cov_11.572638	177989
ERR598944	NODE_440_length_25829_cov_0.986086	17832
ERR598944	NODE_496_length_24231_cov_0.626761	10829
ERR598944	NODE_543_length_22899_cov_0.171667	2919
ERR598944	NODE_586_length_21976_cov_0.248709	3767
ERR598944	NODE_601_length_21648_cov_0.213096	3283
ERR598944	NODE_642_length_20805_cov_0.335796	3924
ERR598944	NODE_672_length_20131_cov_0.315345	4523
ERR598944	NODE_675_length_20105_cov_0.227632	2590
ERR598944	NODE_733_length_19223_cov_0.648504	8765
ERR598944	NODE_778_length_18597_cov_0.155368	2280
ERR598944	NODE_792_length_18443_cov_0.171991	2501
ERR598944	NODE_910_length_17185_cov_0.158609	2069
ERR598944	NODE_1356_length_13906_cov_12.205548	97111
ERR598944	NODE_1395_length_13665_cov_0.208536	1840
ERR598944	NODE_1578_length_12804_cov_0.209839	1836
ERR598944	NODE_1672_length_12427_cov_0.155175	1554
ERR598944	NODE_1735_length_12186_cov_0.243237	2286
ERR598944	NODE_2013_length_11196_cov_2.229792	13823
ERR598944	NODE_2204_length_10695_cov_0.707342	5354
ERR598944	NODE_2345_length_10396_cov_1.490628	8865
ERR598944	NODE_2361_length_10366_cov_0.259959	2133
ERR598944	NODE_2392_length_10310_cov_0.670258	4827
ERR598944	NODE_2777_length_9522_cov_0.196965	1249
ERR598944	NODE_3264_length_8802_cov_0.607607	3709
ERR598944	NODE_3413_length_8604_cov_0.257731	1496
ERR598944	NODE_3593_length_8413_cov_0.173563	934
ERR598944	NODE_3596_length_8407_cov_0.210159	1238
ERR598944	NODE_3640_length_8348_cov_0.211541	1000
ERR598944	NODE_3739_length_8237_cov_0.136643	871
ERR598944	NODE_3764_length_8211_cov_0.174186	1004
ERR598944	NODE_3800_length_8176_cov_0.120837	748
ERR598944	NODE_4391_length_7591_cov_0.123465	668
ERR598944	NODE_4452_length_7534_cov_0.689173	3628
ERR598944	NODE_4502_length_7503_cov_0.125068	683
ERR598944	NODE_4530_length_7477_cov_0.107346	575
ERR598944	NODE_4805_length_7258_cov_0.231736	1080
ERR598944	NODE_5240_length_6941_cov_0.143525	679
ERR598944	NODE_5256_length_6928_cov_0.124176	561
ERR598944	NODE_5441_length_6801_cov_0.203223	903
ERR598944	NODE_5680_length_6642_cov_0.398747	2222
ERR598944	NODE_5688_length_6636_cov_0.270766	1225
ERR598944	NODE_5756_length_6597_cov_0.267005	1264
ERR598944	NODE_6292_length_6301_cov_0.138181	492
ERR598944	NODE_6302_length_6295_cov_1.874435	6540
ERR598944	NODE_6429_length_6231_cov_0.154110	596
ERR598944	NODE_6837_length_6037_cov_0.280566	1234
ERR598944	NODE_7143_length_5910_cov_0.188092	825
ERR598944	NODE_7455_length_5776_cov_0.156421	715
ERR598944	NODE_8762_length_5341_cov_0.078405	303
ERR598944	NODE_8893_length_5294_cov_0.158999	576
ERR598944	NODE_8989_length_5267_cov_1.890286	5596
ERR598944	NODE_9241_length_5193_cov_0.115430	514
ERR598944	NODE_9408_length_5141_cov_0.487108	1778
ERR598944	NODE_9847_length_5028_cov_23.807466	66993
ERR598944	NODE_10084_length_4969_cov_0.147228	482
ERR598944	NODE_10228_length_4938_cov_0.102707	286
ERR598944	NODE_10288_length_4922_cov_0.113830	388
ERR598944	NODE_11731_length_4607_cov_0.220275	737
ERR598944	NODE_11798_length_4594_cov_0.133927	415
ERR598944	NODE_11987_length_4558_cov_0.271810	838
ERR598944	NODE_12238_length_4510_cov_0.111539	346
ERR598944	NODE_12636_length_4433_cov_0.108676	336
ERR598944	NODE_12695_length_4420_cov_0.120111	377
ERR598944	NODE_12706_length_4417_cov_0.483789	1680
ERR598944	NODE_13044_length_4356_cov_0.270848	755
ERR598944	NODE_13742_length_4240_cov_0.179184	537
ERR598944	NODE_13908_length_4211_cov_0.227870	674
ERR598944	NODE_13994_length_4198_cov_0.125152	321
ERR598944	NODE_14025_length_4193_cov_0.204201	616
ERR598944	NODE_14762_length_4087_cov_0.228435	697
ERR598944	NODE_15221_length_4024_cov_0.120764	327
ERR598944	NODE_15244_length_4021_cov_0.193524	576
ERR598944	NODE_15475_length_3990_cov_0.083783	209
ERR598944	NODE_17230_length_3781_cov_0.196632	432
ERR598944	NODE_18263_length_3673_cov_0.113039	274
ERR598944	NODE_18402_length_3659_cov_0.114326	270
ERR598944	NODE_18638_length_3636_cov_0.107718	264
ERR598944	NODE_18676_length_3631_cov_0.280011	706
ERR598944	NODE_18934_length_3604_cov_0.096148	235
ERR598944	NODE_19311_length_3565_cov_0.199077	395
ERR598944	NODE_19378_length_3559_cov_0.124277	307
ERR598944	NODE_19463_length_3550_cov_0.198493	495
ERR598944	NODE_20112_length_3494_cov_0.116053	266
ERR598944	NODE_20479_length_3462_cov_0.123996	290
ERR598944	NODE_20687_length_3445_cov_0.106396	240
ERR598944	NODE_21656_length_3366_cov_0.126416	297
ERR598944	NODE_21980_length_3340_cov_0.141006	308
ERR598944	NODE_22153_length_3326_cov_0.143787	310
ERR598944	NODE_22470_length_3301_cov_0.127420	271
ERR598944	NODE_22722_length_3281_cov_0.542740	1206
ERR598944	NODE_22889_length_3270_cov_0.064964	155
ERR598944	NODE_22935_length_3267_cov_0.069444	150
ERR598944	NODE_23553_length_3222_cov_0.094140	197
ERR598944	NODE_23838_length_3201_cov_0.171825	392
ERR598944	NODE_23873_length_3199_cov_0.090000	187
ERR598944	NODE_24043_length_3186_cov_0.125040	242
ERR598944	NODE_24305_length_3169_cov_0.144951	293
ERR598944	NODE_24775_length_3138_cov_0.082264	192
ERR598944	NODE_25594_length_3083_cov_0.120308	227
ERR598944	NODE_25747_length_3073_cov_0.051446	123
ERR598944	NODE_26555_length_3023_cov_0.098495	222
ERR598944	NODE_26900_length_3002_cov_0.187048	411
ERR598944	NODE_27358_length_2976_cov_0.158151	351
ERR598944	NODE_27613_length_2962_cov_0.084527	178
ERR598944	NODE_28518_length_2912_cov_0.136154	255
ERR598944	NODE_29622_length_2854_cov_0.268966	511
ERR598944	NODE_29664_length_2852_cov_0.258264	494
ERR598944	NODE_29914_length_2839_cov_0.257299	478
ERR598944	NODE_30632_length_2804_cov_0.099076	181
ERR598944	NODE_33232_length_2688_cov_0.201622	382
ERR598944	NODE_34584_length_2631_cov_0.134676	240
ERR598944	NODE_35169_length_2608_cov_0.139099	227
ERR598944	NODE_35202_length_2607_cov_0.081738	175
ERR598944	NODE_35985_length_2575_cov_0.048869	103
ERR598944	NODE_36129_length_2569_cov_0.074089	126
ERR598944	NODE_36223_length_2565_cov_0.140308	199
ERR598944	NODE_36731_length_2545_cov_0.161488	260
ERR598944	NODE_37796_length_2507_cov_0.042359	84
ERR598944	NODE_38600_length_2478_cov_0.092476	155
ERR598944	NODE_38636_length_2477_cov_0.050463	91
ERR598944	NODE_39226_length_2457_cov_0.082273	128
ERR598944	NODE_41215_length_2394_cov_0.247930	358
ERR598944	NODE_42978_length_2342_cov_0.098529	170
ERR598944	NODE_43312_length_2332_cov_0.247201	370
ERR598944	NODE_44104_length_2310_cov_0.147897	191
ERR598944	NODE_44285_length_2305_cov_0.352221	625
ERR598944	NODE_44383_length_2302_cov_0.786655	1656
ERR598944	NODE_44423_length_2301_cov_0.134423	232
ERR598944	NODE_44567_length_2297_cov_0.147862	218
ERR598944	NODE_45761_length_2266_cov_0.084449	157
ERR598944	NODE_46374_length_2250_cov_0.128312	194
ERR598944	NODE_46757_length_2240_cov_0.254087	441
ERR598944	NODE_48093_length_2208_cov_0.101944	126
ERR598944	NODE_48252_length_2204_cov_0.221378	288
ERR598944	NODE_48958_length_2187_cov_0.087165	147
ERR598944	NODE_49101_length_2183_cov_0.237524	338
ERR598944	NODE_49166_length_2182_cov_0.092655	134
ERR598944	NODE_49732_length_2169_cov_0.107729	145
ERR598944	NODE_51024_length_2140_cov_0.179324	265
ERR598944	NODE_52049_length_2119_cov_0.098020	118
ERR598944	NODE_52245_length_2115_cov_0.134425	156
ERR598944	NODE_52817_length_2103_cov_0.102295	145
ERR598944	NODE_53023_length_2099_cov_0.131000	198
ERR598944	NODE_53698_length_2085_cov_0.087110	106
ERR598944	NODE_54586_length_2069_cov_0.060406	96
ERR598944	NODE_54806_length_2065_cov_0.051373	79
ERR598944	NODE_56664_length_2030_cov_0.092698	112
ERR598944	NODE_56897_length_2026_cov_0.097042	155
ERR598944	NODE_57808_length_2009_cov_0.063874	99
ERR598944	NODE_57914_length_2007_cov_0.036688	66
ERR598944	NODE_58507_length_1996_cov_0.411176	571
ERR598944	NODE_58757_length_1992_cov_0.489171	629
ERR598944	NODE_58784_length_1992_cov_0.080296	95
ERR598944	NODE_58864_length_1990_cov_0.245902	338
ERR598944	NODE_60001_length_1971_cov_0.080662	116
ERR598944	NODE_60116_length_1969_cov_0.113369	133
ERR598944	NODE_60217_length_1967_cov_0.129015	150
ERR598944	NODE_61769_length_1942_cov_0.057515	95
ERR598944	NODE_62211_length_1935_cov_0.058824	85
ERR598944	NODE_62734_length_1926_cov_0.096880	144
ERR598944	NODE_63408_length_1915_cov_0.087555	118
ERR598944	NODE_64831_length_1892_cov_0.514780	615
ERR598944	NODE_64999_length_1890_cov_0.102736	135
ERR598944	NODE_65440_length_1883_cov_3.540919	3841
ERR598944	NODE_66155_length_1873_cov_0.080609	101
ERR598944	NODE_66498_length_1867_cov_0.241516	306
ERR598944	NODE_67242_length_1856_cov_0.251565	280
ERR598944	NODE_67716_length_1849_cov_0.116571	165
ERR598944	NODE_69137_length_1828_cov_0.223829	300
ERR598944	NODE_69392_length_1824_cov_0.191304	263
ERR598944	NODE_69772_length_1819_cov_0.075581	98
ERR598944	NODE_70660_length_1807_cov_0.059133	89
ERR598944	NODE_70887_length_1804_cov_0.068622	84
ERR598944	NODE_70902_length_1804_cov_0.039883	62
ERR598944	NODE_71671_length_1793_cov_0.099764	121
ERR598944	NODE_72590_length_1781_cov_0.337099	397
ERR598944	NODE_72841_length_1778_cov_0.087552	100
ERR598944	NODE_72884_length_1777_cov_0.231228	248
ERR598944	NODE_72908_length_1777_cov_0.105483	120
ERR598944	NODE_73055_length_1775_cov_0.104415	134
ERR598944	NODE_73774_length_1766_cov_0.184163	260
ERR598944	NODE_74467_length_1758_cov_0.086799	81
ERR598944	NODE_77061_length_1728_cov_0.049724	58
ERR598944	NODE_78062_length_1716_cov_0.231911	269
ERR598944	NODE_79506_length_1701_cov_0.053059	64
ERR598944	NODE_81020_length_1684_cov_0.209464	248
ERR598944	NODE_81138_length_1683_cov_0.124369	132
ERR598944	NODE_81335_length_1681_cov_0.072061	77
ERR598944	NODE_81618_length_1678_cov_0.094997	127
ERR598944	NODE_81728_length_1677_cov_0.072243	93
ERR598944	NODE_82610_length_1667_cov_0.224490	237
ERR598944	NODE_83028_length_1663_cov_0.081202	85
ERR598944	NODE_84011_length_1653_cov_0.088803	90
ERR598944	NODE_84208_length_1651_cov_0.087629	92
ERR598944	NODE_84484_length_1648_cov_0.098128	101
ERR598944	NODE_84744_length_1646_cov_0.045895	62
ERR598944	NODE_85130_length_1642_cov_0.084251	72
ERR598944	NODE_85706_length_1636_cov_0.097593	96
ERR598944	NODE_86727_length_1626_cov_0.093648	96
ERR598944	NODE_86828_length_1625_cov_0.086501	85
ERR598944	NODE_87218_length_1621_cov_0.145861	162
ERR598944	NODE_87524_length_1618_cov_0.099408	108
ERR598944	NODE_87939_length_1614_cov_0.054785	81
ERR598944	NODE_87940_length_1614_cov_0.054785	71
ERR598944	NODE_88912_length_1604_cov_0.102990	120
ERR598944	NODE_90721_length_1588_cov_0.061115	64
ERR598944	NODE_90988_length_1585_cov_0.257066	267
ERR598944	NODE_91428_length_1582_cov_0.076197	73
ERR598944	NODE_92610_length_1571_cov_0.097826	103
ERR598944	NODE_92824_length_1569_cov_0.086395	94
ERR598944	NODE_93254_length_1565_cov_0.145975	138
ERR598944	NODE_94101_length_1558_cov_0.121316	119
ERR598944	NODE_94224_length_1557_cov_0.100823	121
ERR598944	NODE_94491_length_1555_cov_0.087225	87
ERR598944	NODE_97732_length_1528_cov_0.180546	155
ERR598944	NODE_99214_length_1516_cov_0.502470	530
ERR598944	NODE_99757_length_1512_cov_0.215853	231
ERR598944	NODE_100673_length_1505_cov_0.114509	104
ERR598944	NODE_100700_length_1505_cov_0.084637	78
ERR598944	NODE_100886_length_1504_cov_0.041993	40
ERR598944	NODE_101099_length_1502_cov_0.076265	68
ERR598944	NODE_101654_length_1498_cov_0.053610	56
ERR598944	NODE_101963_length_1495_cov_0.204871	206
ERR598944	NODE_102012_length_1495_cov_0.084527	84
ERR598944	NODE_102068_length_1495_cov_0.041547	50
ERR598944	NODE_102834_length_1489_cov_0.066906	63
ERR598944	NODE_103862_length_1481_cov_0.094067	89
ERR598944	NODE_106872_length_1460_cov_0.068332	68
ERR598944	NODE_107945_length_1452_cov_0.082040	76
ERR598944	NODE_108075_length_1451_cov_0.079882	71
ERR598944	NODE_108756_length_1446_cov_0.118782	104
ERR598944	NODE_109366_length_1442_cov_0.063291	67
ERR598944	NODE_110017_length_1437_cov_0.107623	113
ERR598944	NODE_110198_length_1436_cov_0.086013	83
ERR598944	NODE_110640_length_1433_cov_0.129685	135
ERR598944	NODE_110745_length_1432_cov_1.940735	1461
ERR598944	NODE_111097_length_1430_cov_0.120210	107
ERR598944	NODE_111724_length_1426_cov_0.079126	80
ERR598944	NODE_112392_length_1422_cov_0.057445	52
ERR598944	NODE_112458_length_1421_cov_0.121785	96
ERR598944	NODE_112854_length_1419_cov_0.051515	54
ERR598944	NODE_113262_length_1416_cov_0.058466	57
ERR598944	NODE_113273_length_1416_cov_0.050873	49
ERR598944	NODE_113856_length_1412_cov_0.074638	70
ERR598944	NODE_114632_length_1407_cov_0.080275	82
ERR598944	NODE_115133_length_1404_cov_0.091188	82
ERR598944	NODE_115257_length_1403_cov_0.109663	79
ERR598944	NODE_115880_length_1399_cov_0.118462	116
ERR598944	NODE_116642_length_1395_cov_0.045525	57
ERR598944	NODE_117880_length_1387_cov_0.072205	67
ERR598944	NODE_117966_length_1386_cov_0.157731	148
ERR598944	NODE_120199_length_1373_cov_0.066719	62
ERR598944	NODE_120543_length_1371_cov_0.077044	62
ERR598944	NODE_121194_length_1367_cov_0.082808	83
ERR598944	NODE_122154_length_1361_cov_0.213154	209
ERR598944	NODE_122260_length_1361_cov_0.063391	59
ERR598944	NODE_122629_length_1359_cov_0.061905	74
ERR598944	NODE_123754_length_1352_cov_0.109338	95
ERR598944	NODE_125611_length_1342_cov_0.080451	63
ERR598944	NODE_127148_length_1334_cov_0.053441	63
ERR598944	NODE_127197_length_1333_cov_0.169368	127
ERR598944	NODE_127248_length_1333_cov_0.085900	76
ERR598944	NODE_127683_length_1331_cov_0.050325	47
ERR598944	NODE_128229_length_1328_cov_0.043938	43
ERR598944	NODE_128317_length_1327_cov_0.094463	69
ERR598944	NODE_130045_length_1318_cov_0.084495	82
ERR598944	NODE_131170_length_1312_cov_0.081616	60
ERR598944	NODE_131650_length_1310_cov_0.045417	50
ERR598944	NODE_133330_length_1301_cov_0.084027	64
ERR598944	NODE_133389_length_1301_cov_0.063228	65
ERR598944	NODE_133569_length_1300_cov_0.088260	89
ERR598944	NODE_134352_length_1296_cov_0.134503	123
ERR598944	NODE_135804_length_1289_cov_0.091597	78
ERR598944	NODE_136417_length_1286_cov_0.092671	85
ERR598944	NODE_138574_length_1276_cov_0.056075	48
ERR598944	NODE_138665_length_1275_cov_0.142007	104
ERR598944	NODE_138759_length_1275_cov_0.067177	57
ERR598944	NODE_139907_length_1269_cov_0.135043	99
ERR598944	NODE_145132_length_1246_cov_0.099390	81
ERR598944	NODE_146621_length_1240_cov_0.060473	53
ERR598944	NODE_147258_length_1237_cov_0.072935	73
ERR598944	NODE_151936_length_1217_cov_0.110912	88
ERR598944	NODE_153130_length_1212_cov_0.092543	67
ERR598944	NODE_153476_length_1211_cov_0.060252	48
ERR598944	NODE_153699_length_1210_cov_0.063006	45
ERR598944	NODE_154842_length_1205_cov_0.143761	97
ERR598944	NODE_155513_length_1203_cov_0.039855	47
ERR598944	NODE_155586_length_1202_cov_0.127833	77
ERR598944	NODE_156145_length_1200_cov_0.098093	58
ERR598944	NODE_156348_length_1199_cov_0.187273	165
ERR598944	NODE_158062_length_1193_cov_0.053931	41
ERR598944	NODE_158253_length_1192_cov_0.079597	58
ERR598944	NODE_158264_length_1192_cov_0.075023	62
